1,1259,1303
2,1062,1301
3,1257,1264
4,1232,1021
5,1244,1232
6,1110,1030
7,1287,1178
8,1162,1270
9,1119,1270
10,1368,1305
11,1083,1078
12,1286,1312
13,1391,1262
14,1213,1124
15,1114,1225
16,1225,1283
17,1162,1332
18,1089,1175
19,1212,1093
20,1400,1085
21,1192,1268
22,1272,1387
23,1253,1167
24,1056,1099
25,1353,1262
26,1087,1271
27,1195,1206
28,1007,1079
29,1155,1157
30,1143,1071
31,1261,1265
32,1104,1306
33,1248,1006
34,1082,1383
35,1021,1059
36,1076,1277
37,1076,1127
38,1188,1085
39,1102,1020
40,1396,1056
41,1078,1201
42,1297,1046
43,1001,1186
44,1052,1325
45,1044,1007
46,1044,1248
47,1216,1276
48,1003,1035
49,1019,1140
50,1274,1240
51,1036,1270
52,1019,1183
53,1132,1056
54,1014,1345
55,1330,1316
56,1118,1088
57,1314,1201
58,1079,1309
59,1038,1258
60,1209,1025
61,1107,1134
62,1028,1393
63,1291,1315
64,1364,1233
65,1151,1180
66,1215,1332
67,1328,1055
68,1266,1378
69,1206,1274
70,1378,1257
71,1024,1275
72,1215,1025
73,1351,1036
74,1320,1363
75,1130,1325
76,1393,1050
77,1259,1152
78,1190,1271
79,1166,1232
80,1244,1048
81,1049,1226
82,1024,1334
83,1095,1396
84,1291,1225
85,1048,1143
86,1001,1014
87,1337,1151
88,1230,1260
89,1375,1227
90,1051,1235
91,1383,1008
92,1014,1381
93,1286,1242
94,1126,1039
95,1279,1270
96,1364,1086
97,1212,1285
98,1116,1148
99,1068,1285
100,1145,1030
101,1203,1200
102,1331,1377
103,1183,1114
104,1262,1376
105,1096,1259
106,1152,1284
107,1150,1016
108,1279,1088
109,1317,1222
110,1027,1395
111,1389,1330
112,1126,1062
113,1385,1390
114,1311,1389
115,1093,1192
116,1322,1037
117,1056,1242
118,1398,1386
119,1312,1255
120,1018,1340
121,1028,1027
122,1020,1023
123,1289,1171
124,1007,1176
125,1392,1195
126,1165,1174
127,1074,1395
128,1326,1153
129,1347,1042
130,1027,1193
131,1207,1309
132,1210,1000
133,1027,1214
134,1227,1147
135,1253,1120
136,1122,1302
137,1205,1101
138,1094,1052
139,1346,1250
140,1121,1289
141,1271,1068
142,1137,1073
143,1195,1177
144,1238,1323
145,1096,1156
146,1263,1342
147,1277,1161
148,1045,1274
149,1288,1230
150,1362,1354
151,1229,1029
152,1353,1151
153,1329,1268
154,1396,1015
155,1030,1364
156,1027,1124
157,1026,1179
158,1157,1059
159,1009,1222
160,1372,1185
161,1182,1328
162,1019,1211
163,1277,1341
164,1383,1381
165,1276,1131
166,1048,1070
167,1191,1216
168,1083,1265
169,1143,1037
170,1204,1243
171,1113,1105
172,1195,1195
173,1182,1103
174,1150,1096
175,1342,1119
176,1194,1102
177,1185,1343
178,1099,1152
179,1228,1080
180,1124,1225
181,1291,1214
182,1145,1160
183,1075,1052
184,1265,1019
185,1093,1094
186,1270,1051
187,1375,1255
188,1086,1279
189,1067,1249
190,1338,1320
191,1189,1055
192,1343,1256
193,1325,1038
194,1200,1104
195,1154,1127
196,1242,1087
197,1169,1270
198,1096,1050
199,1333,1030
200,1135,1275
201,1092,1047
202,1113,1384
203,1155,1063
204,1385,1121
205,1343,1199
206,1028,1383
207,1005,1235
208,1079,1339
209,1063,1165
210,1144,1003
211,1330,1031
212,1040,1098
213,1184,1347
214,1212,1371
215,1288,1216
216,1378,1109
217,1040,1386
218,1022,1304
219,1161,1062
220,1268,1184
221,1038,1368
222,1254,1084
223,1116,1352
224,1215,1320
225,1037,1225
226,1232,1387
227,1165,1184
228,1334,1187
229,1194,1011
230,1184,1324
231,1381,1058
232,1244,1320
233,1222,1335
234,1145,1344
235,1380,1067
236,1199,1305
237,1298,1186
238,1064,1307
239,1236,1324
240,1122,1236
241,1009,1126
242,1329,1273
243,1051,1174
244,1239,1198
245,1187,1011
246,1087,1095
247,1268,1018
248,1078,1083
249,1133,1049
250,1068,1269
251,1220,1046
252,1193,1151
253,1181,1135
254,1060,1092
255,1371,1362
256,1354,1195
257,1372,1205
258,1211,1079
259,1003,1241
260,1085,1331
261,1289,1079
262,1158,1189
263,1112,1268
264,1045,1167
265,1325,1189
266,1030,1013
267,1376,1256
268,1335,1292
269,1124,1265
270,1088,1164
271,1398,1395
272,1208,1271
273,1002,1365
274,1265,1362
275,1044,1353
276,1366,1022
277,1384,1060
278,1093,1177
279,1127,1077
280,1110,1124
281,1008,1037
282,1042,1326
283,1266,1042
284,1109,1104
285,1210,1372
286,1055,1206
287,1260,1179
288,1285,1227
289,1268,1282
290,1083,1352
291,1398,1363
292,1278,1342
293,1193,1027
294,1135,1172
295,1358,1041
296,1164,1287
297,1012,1135
298,1055,1122
299,1249,1365
300,1171,1119
301,1016,1204
302,1017,1031
303,1114,1067
304,1114,1233
305,1324,1124
306,1231,1064
307,1315,1025
308,1365,1108
309,1347,1048
310,1193,1388
311,1225,1217
312,1366,1208
313,1029,1038
314,1066,1389
315,1061,1036
316,1372,1272
317,1143,1115
318,1057,1175
319,1007,1162
320,1092,1018
321,1082,1004
322,1016,1118
323,1384,1006
324,1341,1165
325,1235,1104
326,1133,1191
327,1252,1043
328,1030,1218
329,1014,1158
330,1185,1375
331,1264,1246
332,1202,1005
333,1377,1245
334,1036,1210
335,1122,1391
336,1310,1011
337,1202,1194
338,1193,1038
339,1251,1390
340,1279,1386
341,1127,1087
342,1109,1027
343,1111,1337
344,1303,1104
345,1133,1152
346,1397,1107
347,1143,1284
348,1299,1014
349,1256,1312
350,1230,1315
351,1130,1111
352,1080,1357
353,1386,1175
354,1235,1385
355,1014,1044
356,1096,1076
357,1206,1060
358,1299,1282
359,1377,1161
360,1218,1330
361,1134,1161
362,1342,1205
363,1114,1016
364,1336,1251
365,1023,1184
366,1225,1365
